b',491,-0.157,kg,\r\n'
b',1491,-0.158,kg,\r\n'
b',2491,-0.158,kg,\r\n'
b',3491,-0.157,kg,\r\n'
b',4491,-0.157,kg,\r\n'
b',5491,-0.157,kg,\r\n'
b',6491,-0.158,kg,\r\n'
b',7491,-0.157,kg,\r\n'
b',8491,-0.157,kg,\r\n'
b',9491,-0.157,kg,\r\n'
b',10491,-0.158,kg,\r\n'
b',11491,-0.157,kg,\r\n'
b',12491,-0.158,kg,\r\n'
b',13491,-0.157,kg,\r\n'
b',14491,-0.157,kg,\r\n'
b',15491,-0.157,kg,\r\n'
b',16491,-0.157,kg,\r\n'
b',17491,-0.157,kg,\r\n'
b',18491,-0.157,kg,\r\n'
b',19491,-0.158,kg,\r\n'
b',20491,-0.158,kg,\r\n'
b',21491,-0.157,kg,\r\n'
b',22491,-0.157,kg,\r\n'
b',23491,-0.157,kg,\r\n'
b',24491,-0.157,kg,\r\n'
b',25491,-0.157,kg,\r\n'
b',26491,-0.157,kg,\r\n'
b',27491,-0.158,kg,\r\n'
b',28491,-0.157,kg,\r\n'
b',29491,-0.158,kg,\r\n'
b',30491,-0.157,kg,\r\n'
b',31491,-0.157,kg,\r\n'
b',32491,-0.157,kg,\r\n'
b',33491,-0.158,kg,\r\n'
b',34491,-0.158,kg,\r\n'
b',35491,-0.157,kg,\r\n'
b',36491,-0.158,kg,\r\n'
b',37491,-0.157,kg,\r\n'
